-323,76,206
-323,76,207
-323,76,208
-323,76,209
-323,76,210
-323,76,211
-323,76,212
-323,76,213
-322,76,205
-322,76,206
-322,76,207
-322,76,208
-322,76,209
-322,76,210
-322,76,211
-322,76,212
-322,76,213
-321,76,205
-321,76,206
-321,76,207
-321,76,208
-321,76,209
-321,76,210
-321,76,211
-321,76,212
-321,76,213
-320,76,205
-320,76,206
-320,76,207
-320,76,208
-320,76,209
-320,76,210
-320,76,211
-320,76,212
-320,76,213
-319,76,205
-319,76,206
-319,76,207
-319,76,208
-319,76,209
-319,76,210
-319,76,211
-319,76,212
-319,76,213
-318,76,205
-318,76,206
-318,76,207
-318,76,208
-318,76,209
-318,76,210
-318,76,211
-318,76,212
-318,76,213
-322,77,206
-322,77,207
-322,77,208
-322,77,209
-322,77,210
-322,77,211
-322,77,212
-321,77,206
-320,77,206
-319,77,206
-319,77,207
-318,77,206
-318,77,207
-318,77,208
-318,77,209
-318,77,210
-318,77,211
-318,77,212
-322,78,206
-322,78,207
-322,78,208
-322,78,210
-322,78,211
-322,78,212
-321,78,206
-320,78,206
-319,78,206
-318,78,206
-318,78,207
-318,78,208
-318,78,210
-318,78,211
-318,78,212
-321,79,206
-320,79,206
-319,79,206
-321,80,210
-320,80,206
-319,80,210
-323,77,205
-323,77,206
-323,77,207
-323,77,208
-323,77,209
-323,77,210
-323,77,211
-323,77,212
-323,77,213
-322,77,205
-322,77,213
-321,77,205
-321,77,208
-321,77,209
-321,77,210
-321,77,211
-321,77,212
-321,77,213
-320,77,205
-320,77,208
-320,77,209
-320,77,211
-320,77,212
-320,77,213
-319,77,205
-319,77,208
-319,77,209
-319,77,210
-319,77,211
-319,77,212
-319,77,213
-318,77,205
-318,77,213
-323,78,205
-323,78,206
-323,78,207
-323,78,208
-323,78,209
-323,78,210
-323,78,211
-323,78,212
-323,78,213
-322,78,205
-322,78,209
-322,78,213
-321,78,205
-321,78,207
-321,78,208
-321,78,209
-321,78,210
-321,78,211
-321,78,212
-321,78,213
-320,78,205
-320,78,207
-320,78,208
-320,78,209
-320,78,211
-320,78,212
-320,78,213
-319,78,205
-319,78,208
-319,78,209
-319,78,210
-319,78,211
-319,78,212
-319,78,213
-318,78,205
-318,78,209
-323,79,205
-323,79,206
-323,79,207
-323,79,208
-323,79,209
-323,79,210
-323,79,211
-323,79,212
-323,79,213
-322,79,205
-322,79,206
-322,79,207
-322,79,208
-322,79,209
-322,79,210
-322,79,211
-322,79,212
-322,79,213
-321,79,205
-321,79,207
-321,79,208
-321,79,209
-321,79,210
-321,79,211
-321,79,212
-320,79,205
-320,79,207
-320,79,208
-320,79,209
-320,79,210
-320,79,211
-320,79,212
-319,79,205
-319,79,207
-319,79,208
-319,79,209
-319,79,210
-319,79,211
-319,79,212
-318,79,205
-318,79,206
-318,79,207
-318,79,208
-318,79,209
-318,79,210
-318,79,211
-318,79,212
-318,79,213
-323,80,205
-323,80,206
-323,80,207
-323,80,208
-323,80,209
-323,80,210
-323,80,211
-323,80,212
-323,80,213
-322,80,205
-322,80,206
-322,80,207
-322,80,208
-322,80,209
-322,80,210
-322,80,211
-322,80,212
-322,80,213
-321,80,205
-321,80,206
-321,80,207
-321,80,208
-321,80,209
-321,80,211
-321,80,212
-321,80,213
-320,80,205
-320,80,209
-320,80,210
-320,80,211
-320,80,212
-319,80,205
-319,80,206
-319,80,207
-319,80,208
-319,80,209
-319,80,211
-319,80,212
-319,80,213
-318,80,205
-318,80,206
-318,80,207
-318,80,208
-318,80,209
-318,80,210
-318,80,211
-318,80,212
-318,80,213
-323,81,205
-323,81,206
-323,81,207
-323,81,208
-323,81,209
-323,81,210
-323,81,211
-323,81,212
-323,81,213
-322,81,205
-322,81,206
-322,81,207
-322,81,208
-322,81,209
-322,81,210
-322,81,211
-322,81,212
-322,81,213
-321,81,205
-321,81,206
-321,81,207
-321,81,208
-321,81,209
-321,81,210
-321,81,211
-321,81,212
-321,81,213
-320,81,205
-320,81,206
-320,81,207
-320,81,208
-320,81,209
-320,81,210
-320,81,211
-320,81,212
-320,81,213
-319,81,205
-319,81,206
-319,81,207
-319,81,208
-319,81,209
-319,81,210
-319,81,211
-319,81,212
-319,81,213
-318,81,205
-318,81,206
-318,81,207
-318,81,208
-318,81,209
-318,81,210
-318,81,211
-318,81,212
-318,81,213
-323,82,205
-323,82,206
-323,82,207
-323,82,208
-323,82,209
-323,82,210
-323,82,211
-323,82,212
-323,82,213
-322,82,205
-322,82,206
-322,82,207
-322,82,208
-322,82,209
-322,82,210
-322,82,211
-322,82,212
-322,82,213
-321,82,205
-321,82,206
-321,82,207
-321,82,208
-321,82,209
-321,82,210
-321,82,211
-321,82,212
-321,82,213
-320,82,205
-320,82,206
-320,82,207
-320,82,208
-320,82,209
-320,82,210
-320,82,211
-320,82,212
-320,82,213
-319,82,205
-319,82,206
-319,82,207
-319,82,208
-319,82,209
-319,82,210
-319,82,211
-319,82,212
-319,82,213
-318,82,205
-318,82,206
-318,82,207
-318,82,208
-318,82,209
-318,82,210
-318,82,211
-318,82,212
-318,82,213
-321,77,207
-320,77,207
-320,77,210
-320,78,210
-319,78,207
-318,78,213
-321,79,213
-320,79,213
-319,79,213
-320,80,207
-320,80,208
-320,80,213
