-35,72,62
-35,72,63
-35,72,64
-35,72,65
-35,72,66
-35,72,67
-35,72,68
-34,72,62
-33,72,62
-32,72,62
-32,72,63
-31,72,62
-31,72,63
-31,72,64
-31,72,65
-31,72,66
-31,72,67
-31,72,68
-35,73,62
-35,73,63
-35,73,64
-35,73,66
-35,73,67
-35,73,68
-34,73,62
-33,73,62
-32,73,62
-31,73,62
-31,73,63
-31,73,64
-31,73,66
-31,73,67
-31,73,68
-34,74,62
-33,74,62
-32,74,62
-34,75,66
-33,75,62
-32,75,66
-35,72,69
-34,72,64
-34,72,65
-34,72,66
-34,72,67
-34,72,68
-34,72,69
-33,72,64
-33,72,65
-33,72,67
-33,72,68
-33,72,69
-32,72,64
-32,72,65
-32,72,66
-32,72,67
-32,72,68
-32,72,69
-31,72,69
-35,73,65
-35,73,69
-34,73,63
-34,73,64
-34,73,65
-34,73,66
-34,73,67
-34,73,68
-34,73,69
-33,73,63
-33,73,64
-33,73,65
-33,73,67
-33,73,68
-33,73,69
-32,73,64
-32,73,65
-32,73,66
-32,73,67
-32,73,68
-32,73,69
-31,73,65
-35,74,62
-35,74,63
-35,74,64
-35,74,65
-35,74,66
-35,74,67
-35,74,68
-35,74,69
-34,74,63
-34,74,64
-34,74,65
-34,74,66
-34,74,67
-34,74,68
-33,74,63
-33,74,64
-33,74,65
-33,74,66
-33,74,67
-33,74,68
-32,74,63
-32,74,64
-32,74,65
-32,74,66
-32,74,67
-32,74,68
-31,74,62
-31,74,63
-31,74,64
-31,74,65
-31,74,66
-31,74,67
-31,74,68
-31,74,69
-35,75,62
-35,75,63
-35,75,64
-35,75,65
-35,75,66
-35,75,67
-35,75,68
-35,75,69
-34,75,62
-34,75,63
-34,75,64
-34,75,65
-34,75,67
-34,75,68
-34,75,69
-33,75,65
-33,75,66
-33,75,67
-33,75,68
-32,75,62
-32,75,63
-32,75,64
-32,75,65
-32,75,67
-32,75,68
-32,75,69
-31,75,62
-31,75,63
-31,75,64
-31,75,65
-31,75,66
-31,75,67
-31,75,68
-31,75,69
-35,76,62
-35,76,63
-35,76,64
-35,76,65
-35,76,66
-35,76,67
-35,76,68
-35,76,69
-34,76,62
-34,76,63
-34,76,64
-34,76,65
-34,76,66
-34,76,67
-34,76,68
-34,76,69
-33,76,62
-33,76,63
-33,76,64
-33,76,65
-33,76,66
-33,76,67
-33,76,68
-33,76,69
-32,76,62
-32,76,63
-32,76,64
-32,76,65
-32,76,66
-32,76,67
-32,76,68
-32,76,69
-31,76,62
-31,76,63
-31,76,64
-31,76,65
-31,76,66
-31,76,67
-31,76,68
-31,76,69
-35,77,62
-35,77,63
-35,77,64
-35,77,65
-35,77,66
-35,77,67
-35,77,68
-35,77,69
-34,77,62
-34,77,63
-34,77,64
-34,77,65
-34,77,66
-34,77,67
-34,77,68
-34,77,69
-33,77,62
-33,77,63
-33,77,64
-33,77,65
-33,77,66
-33,77,67
-33,77,68
-33,77,69
-32,77,62
-32,77,63
-32,77,64
-32,77,65
-32,77,66
-32,77,67
-32,77,68
-32,77,69
-31,77,62
-31,77,63
-31,77,64
-31,77,65
-31,77,66
-31,77,67
-31,77,68
-31,77,69
-34,72,63
-33,72,63
-33,72,66
-33,73,66
-32,73,63
-31,73,69
-34,74,69
-33,74,69
-32,74,69
-33,75,63
-33,75,64
-33,75,69
